iter	RMSE
381	0.8147567434
382	0.8140265203
383	0.8123133859
384	0.8107800977
385	0.8093451651
386	0.8080741371
387	0.8064496704
388	0.8055502247
389	0.8051348829
390	0.8044620492
391	0.8038981148
392	0.8029557058
393	0.8019200671
394	0.8014466925
395	0.80094779
396	0.8005191606
397	0.8000085077
398	0.7995063766
399	0.7992832008
400	0.7987920579
401	0.7980612041
402	0.7971798996
403	0.795826645
404	0.7953428959
405	0.7946874295
406	0.7940329995
407	0.7931891628
408	0.7918662786
409	0.7910234804
410	0.7903145239
411	0.7901722098
412	0.7894390979
413	0.7887023714
414	0.7879489683
415	0.7873016958
416	0.7868647609
417	0.7861678792
418	0.7856991021
419	0.784426222
420	0.7832874833
421	0.7825655693
422	0.781372838
423	0.7807653111
424	0.7799948382
425	0.7796345033
426	0.7790658287
427	0.7784158855
428	0.7777325493
429	0.7770109911
430	0.7765535155
431	0.7760443434
432	0.7755875192
433	0.7741637158
434	0.7735917271
435	0.7733679695
436	0.7726894103
437	0.7723619106
438	0.7719115415
439	0.7713688829
440	0.7711202407
441	0.7696540686
442	0.7689839023
443	0.7683119106
444	0.7679193583
445	0.7674877522
446	0.7666475144
447	0.7654085268
448	0.7651706126
449	0.7645545616
450	0.7641449871
451	0.7629621071
452	0.76206672
453	0.7617787221
454	0.7604664044
455	0.7600586811
456	0.7594873478
457	0.7586581658
458	0.7582786875
459	0.7575199372
460	0.7571105636
461	0.7565108505
462	0.7557835032
463	0.7546061665
464	0.7541883799
465	0.7535838557
466	0.7532678694
467	0.7527582273
468	0.7525310231
469	0.752236724
470	0.75116387
471	0.7498621537
472	0.7491471084
473	0.7482359547
474	0.7476521611
475	0.747072941
476	0.7465209348
477	0.7459948982
478	0.7456163788
479	0.744704181
480	0.7436292427
481	0.743256161
482	0.7427340335
483	0.7415123835
484	0.7404349163
485	0.7399091831
486	0.7393912041
487	0.7386020557
488	0.7381100006
489	0.7370838812
490	0.7368708874
491	0.7363586754
492	0.7358730911
493	0.7355272587
494	0.7350515169
495	0.7346502198
496	0.7341434109
497	0.7335770209
498	0.7329217492
499	0.7321304236
500	0.7314589284
501	0.7312038492
502	0.7303915759
503	0.7293720421
504	0.7284607302
505	0.7276823093
506	0.7271059142
507	0.7267856426
508	0.7258713678
509	0.7254716778
510	0.7243519898
511	0.7237357607
512	0.7233386177
513	0.7229558592
514	0.7228112028
515	0.7221577983
516	0.7217130007
517	0.7206979162
518	0.7201853659
519	0.720045925
520	0.7195620072
521	0.7190581668
522	0.7189105013
523	0.71803999
524	0.7171075196
525	0.7164637729
526	0.715969014
527	0.7153427861
528	0.7151224074
529	0.7146453821
530	0.7144295895
531	0.7139109269
532	0.7135090549
533	0.7123587578
534	0.7119775008
535	0.7118477287
536	0.710857074
537	0.710487925
538	0.7097474199
539	0.7096216555
540	0.7091217005
541	0.7089810413
542	0.7083956042
543	0.7079335096
544	0.7072293587
545	0.7071104497
546	0.7067082256
547	0.7057659625
548	0.7053738056
549	0.7044004281
550	0.7040241534
551	0.7038802567
552	0.7033021171
553	0.7024275566
554	0.702184583
555	0.7019775515
556	0.7013972864
557	0.7012026177
558	0.7006978324
559	0.7005391779
560	0.7001095478
561	0.6998001566
562	0.6996038462
563	0.6991890491
564	0.6984099519
565	0.6979845966
566	0.6970786397
567	0.696567795
568	0.6958783426
569	0.6950136888
570	0.6941413209
571	0.6931117246
572	0.6922722764
573	0.6918354879
574	0.691335634
575	0.6911106398
576	0.6909165464
577	0.6905749261
578	0.6901292225
579	0.689821373
580	0.6888604035
581	0.6886851851
582	0.6884015902
583	0.6874786288
584	0.6871468917
585	0.6863955504
586	0.685965475
587	0.6856763815
588	0.6852664348
589	0.6849535946
590	0.6844851167
591	0.6841276994
592	0.6837027828
593	0.6833362514
594	0.6822366014
595	0.68187827
596	0.6815015879
597	0.6805691768
598	0.6802554752
599	0.6792808088
600	0.6790589251
601	0.6788892049
602	0.6785476602
603	0.6780585379
604	0.6772919784
605	0.6770417548
606	0.6768796361
607	0.6767148441
608	0.6755935021
609	0.6752086803
610	0.6748966511
611	0.6747321487
612	0.6737572322
613	0.6733612107
614	0.6729891694
615	0.6726535814
616	0.6721606751
617	0.6719564456
618	0.6715592325
619	0.6707643495
620	0.6704942451
621	0.6703012318
622	0.6692870056
623	0.66883494
624	0.6683792496
625	0.6676144804
626	0.6674488189
627	0.6673013341
628	0.6669250059
629	0.6662637989
630	0.665492283
631	0.6651753184
632	0.6649408576
633	0.6644646581
634	0.6638644115
635	0.6635005199
636	0.6631150125
637	0.6621861787
638	0.6619426573
639	0.6611798705
640	0.6603121043
641	0.6600675567
642	0.6596156787
643	0.659181488
644	0.6589320456
645	0.6583209258
646	0.6581523627
647	0.6576243009
648	0.6568354495
649	0.6564399866
650	0.6556443904
651	0.6553649871
652	0.6550646032
653	0.6541929632
654	0.6533390848
655	0.6527993062
656	0.652265477
657	0.6520964387
658	0.6512297437
659	0.6506251669
660	0.6502571842
661	0.6499318228
662	0.6497547263
663	0.6489431055
664	0.6481758371
665	0.6478962647
666	0.6477138695
667	0.6471071523
668	0.6463535879
669	0.6460058169
670	0.6457464881
671	0.6454707321
672	0.6450064942
673	0.6447854608
674	0.6440652487
675	0.6437470056
676	0.6433487796
677	0.6425527084
678	0.642228027
679	0.6416213673
680	0.6413895382
681	0.6407015536
682	0.6405317887
683	0.6397550343
684	0.6395694958
685	0.6394338293
686	0.6389227248
687	0.6380447102
688	0.6374035486
689	0.6367997177
690	0.636376
691	0.6361319898
692	0.6355786204
693	0.6352343817
694	0.6348258916
695	0.6345703354
696	0.6342478672
697	0.6336432924
698	0.6334858708
699	0.6331132927
700	0.6325419494
701	0.6319930799
702	0.6317704014
703	0.6313196677
704	0.6311527909
705	0.6304511131
706	0.6301691217
707	0.6300096209
708	0.6295643186
709	0.629400503
710	0.6289063688
711	0.6283102643
712	0.6279848183
713	0.6273737861
714	0.6271018598
715	0.6268501853
716	0.6267231269
717	0.6264431351
718	0.6260973762
719	0.6257307815
720	0.6248635837
721	0.6245590486
722	0.6242802713
723	0.6239243573
724	0.6232889933
725	0.622773095
726	0.6222441399
727	0.6217996166
728	0.62155799
729	0.6214373102
730	0.6207948094
731	0.6206164834
732	0.620064683
733	0.619798456
734	0.6196578881
735	0.6192228599
736	0.6190844543
737	0.6183172168
738	0.6181199301
739	0.6178846334
740	0.6173307089
741	0.6168950966
742	0.6161746545
743	0.6156543928
744	0.6150194214
745	0.6145213697
746	0.6138080867
747	0.6134361414
748	0.61328452
749	0.6127283358
750	0.6123147882
751	0.6120216079
752	0.6116277733
753	0.6112507644
754	0.6110117457
755	0.6108059356
756	0.6104114399
757	0.6097652913
758	0.60933978
759	0.6086462214
760	0.6080839622
761	0.6075196387
762	0.6070385673
763	0.6067998231
764	0.6061237003
765	0.6059149904
766	0.6057251697
767	0.6054051764
768	0.6051745701
769	0.6048744269
770	0.6046376397
771	0.6037838517
772	0.6031208448
773	0.6028336211
774	0.6025442537
775	0.6022933877
776	0.6020483465
777	0.6018256441
778	0.601734861
779	0.6014192629
780	0.6011314642
781	0.600507685
782	0.5997970894
783	0.5995038038
784	0.5990548586
785	0.5985785356
786	0.5982915652
787	0.5980410567
788	0.5977577918
789	0.5974171566
790	0.596858832
791	0.5963301861
792	0.5962012519
793	0.5960504684
794	0.5957017656
795	0.5952038823
796	0.5948869805
797	0.5946041931
798	0.5944154287
799	0.5939602192
800	0.5936972521
801	0.5934058371
802	0.5931753494
803	0.5930120467
804	0.5925619014
805	0.5918848488
806	0.5912008936
807	0.5905672428
808	0.5902361481
809	0.5897480781
810	0.5893947267
811	0.5887369672
812	0.5882737056
813	0.587876861
814	0.5876803785
815	0.5873135181
816	0.5868927124
817	0.5865105306
818	0.5861758303
819	0.5853449049
820	0.5851388605
821	0.5845973869
822	0.5844032822
823	0.5841486734
824	0.5839263452
825	0.5835910139
826	0.5832065597
827	0.5829642701
828	0.5827998558
829	0.5823372034
830	0.5816667574
831	0.5813463547
832	0.5810430872
833	0.5808888104
834	0.5805791111
835	0.580467172
836	0.5798374957
837	0.5792718107
838	0.5791367649
839	0.5783166627
840	0.5781879635
841	0.5779557944
842	0.5775861467
843	0.5769868969
844	0.5767320718
845	0.5762571918
846	0.5761286069
847	0.5758659942
848	0.5756124834
849	0.5752248999
850	0.5747310951
851	0.5743191818
852	0.5739993788
853	0.5734328303
854	0.5733151756
855	0.5726360713
856	0.57240402
857	0.5720221171
858	0.571554969
859	0.5713395142
860	0.570978459
861	0.570497143
862	0.5700906351
863	0.5697451027
864	0.5693870929
865	0.5691983688
866	0.5689784144
867	0.5688490916
868	0.5685925169
869	0.5683811387
870	0.5678971319
871	0.5674902926
872	0.5672764668
873	0.5665529012
874	0.5661437624
875	0.5659259217
876	0.5653314947
877	0.5649207169
878	0.5645386057
879	0.5641690501
880	0.5637119781
881	0.5633005839
882	0.5628180703
883	0.5627153783
884	0.562457669
885	0.5622079692
886	0.5620940727
887	0.5617550694
888	0.5612601074
889	0.5609494191
890	0.56078076
891	0.5602967822
892	0.5601774151
893	0.5595710879
894	0.5591901666
895	0.5587070452
896	0.5582347963
897	0.558129536
898	0.5578595549
899	0.5575234125
900	0.557362784
901	0.5571847978
902	0.556933176
903	0.5566636181
904	0.5560159479
905	0.555871791
906	0.5554228435
907	0.5550324659
908	0.5548053875
909	0.5545815239
910	0.5543095211
911	0.5540106268
912	0.5538225347
913	0.5535122697
914	0.5532478792
915	0.5528850792
916	0.5522848078
917	0.5521204232
918	0.5516527178
919	0.5512396865
920	0.550985874
921	0.5507633611
922	0.5502203022
923	0.549652526
924	0.5492472226
925	0.5490101489
926	0.5486274657
927	0.5481311062
928	0.5479065631
929	0.5473501432
930	0.5472388891
931	0.5471900251
932	0.5467980846
933	0.5465850137
934	0.5464836061
935	0.5458287252
936	0.5454878149
937	0.5452598599
938	0.544887679
939	0.5442856194
940	0.5439404229
941	0.5437259233
942	0.5431810188
943	0.5428558714
944	0.54231781
945	0.5419477812
946	0.5412920414
947	0.541133186
948	0.5408762164
949	0.540790452
950	0.5403787525
951	0.5401864282
952	0.5398451371
953	0.5396212261
954	0.5395198251
955	0.5390721159
956	0.538858928
957	0.5386477116
958	0.5385275529
959	0.538211318
960	0.5378528943
961	0.5374507061
962	0.5372677148
963	0.5369268588
964	0.5367758986
965	0.536357067
966	0.5358088785
967	0.5356793073
968	0.5354562458
969	0.5353562458
970	0.5352077874
971	0.5347322747
972	0.5342980674
973	0.534006646
974	0.533561884
975	0.5334116094
976	0.5330083298
977	0.5326576536
978	0.5324859109
979	0.5322866596
980	0.5321745159
981	0.5316223382
982	0.5313185347
983	0.5310894712
984	0.5306818356
985	0.5303017466
986	0.5300916778
987	0.5297606755
988	0.529598872
989	0.5293706014
990	0.5291320336
991	0.5287950862
992	0.5285125158
993	0.5280008486
994	0.5279054683
995	0.5277684555
996	0.5273949916
997	0.5272890595
998	0.5271053134
999	0.5266264642
